,Municipality,Total,BE,CDS-PP,CDS-PP.PPM,JPP,L/TDA,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPD/PSD.CDS-PP,PPM,PPV/CDC,PS,PTP,PTP-MAS,PURP,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Coordinates,x,y,Total_Avarage_income,Male_Avarage_income,Female_Avarage_Income,Unemployment_%Rate_2017,Unemployment_Rate_2017
240,Fronteira,1783,157,0,0,0,4,2,2,7,191,33,2,5,0,551,8,0,814,0,4,3,PS,0.45653393157599553,3036,358,1829.0,849.0,0.11791831357048749,0.602437417654809,0.27964426877470355,"(39.05599730000001, -7.647754000000001)",39.0559973,-7.647753999999999,693.2,709.1,675.2,8.6,0.086
241,Gavião,2344,203,0,0,0,4,3,8,17,229,45,13,7,0,512,10,0,1273,0,11,9,PS,0.5430887372013652,3490,297,1942.0,1252.0,0.08510028653295129,0.5564469914040114,0.35873925501432663,"(39.46528, -7.935946899999999)",39.46528,-7.935946899999999,677.6,772.2,627.4,7.1,0.071
242,Marvão,1652,143,0,0,0,3,4,2,14,64,25,9,11,0,632,8,0,723,0,8,6,PS,0.43765133171912834,3149,298,1821.0,1031.0,0.09463321689425214,0.5782788186725945,0.32740552556367103,"(39.3939447, -7.376536299999999)",39.393944700000006,-7.3765363,655.6,655.1,656.1,5,0.05
243,Monforte,1619,123,0,0,0,4,2,5,5,259,35,2,6,0,409,1,0,761,0,7,0,PS,0.47004323656578134,3045,417,1865.0,763.0,0.13694581280788176,0.6124794745484401,0.25057471264367814,"(39.053627, -7.439591099999999)",39.053627,-7.4395910999999995,774.2,836.8,712.6,12.9,0.129
244,Nisa,3737,269,0,0,0,11,11,11,34,462,73,21,17,0,1131,15,0,1661,0,13,8,PS,0.44447417714744447,6369,578,3535.0,2257.0,0.09075208038938609,0.5550321871565395,0.35437274297377924,"(39.5179524, -7.648376700000001)",39.5179524,-7.648376700000001,657.4,720.3,618.3,6.7,0.067
245,Ponte de Sor,7919,809,0,0,0,38,42,21,59,1541,166,44,36,0,1768,31,0,3318,0,28,18,PS,0.41899229700719787,15387,1791,9568.0,4029.0,0.11639695847143693,0.6218236173393124,0.26184441411581205,"(39.2576559, -8.011396099999999)",39.2576559,-8.011396099999999,761.2,840,677.0,6.1,0.061
246,Portalegre,12229,1250,0,0,0,56,23,28,135,831,131,100,43,0,4368,25,0,5171,0,37,31,PS,0.42284733011693515,22775,2863,13958.0,5954.0,0.1257080131723381,0.6128649835345774,0.26142700329308455,"(39.2967086, -7.4284755)",39.2967086,-7.4284755,774.2,816.6,727.1,5.4,0.054000000000000006
247,Sousel,2575,218,0,0,0,7,13,2,15,475,74,21,5,0,814,10,0,902,0,11,8,PS,0.3502912621359223,4571,494,2695.0,1383.0,0.10807263180923211,0.5895865237366003,0.3025596149639029,"(38.9535932, -7.6764218)",38.9535932,-7.676421799999999,641,668,610.9,6.9,0.069
248,Alandroal,3059,220,0,0,0,11,5,4,8,794,73,15,8,0,507,17,0,1383,0,4,10,PS,0.45210853220006536,5218,556,3081.0,1582.0,0.10655423533921042,0.5904561134534304,0.3031812955155232,"(38.7021331, -7.4036488)",38.7021331,-7.4036488,666,712.9,628.1,7.2,0.07200000000000001
249,Arraiolos,3910,286,0,0,0,20,11,12,42,1372,66,20,14,0,705,13,0,1331,0,16,2,PCP-PEV,0.35089514066496164,7028,794,4314.0,1921.0,0.11297666476949346,0.6138303927148548,0.27333523050654523,"(38.723479, -7.9863851)",38.723479,-7.9863851,761.5,838.2,683.4,5.7,0.057
250,Borba,3761,401,0,0,0,12,6,10,32,513,59,20,8,0,880,20,0,1784,0,13,3,PS,0.47434193033767613,6915,768,4234.0,1913.0,0.11106290672451193,0.6122921185827911,0.27664497469269705,"(38.8068177, -7.458405000000001)",38.8068177,-7.458405,770.6,810.9,723.8,7,0.07
251,Estremoz,6799,615,0,0,0,18,21,26,51,911,76,35,35,0,2201,41,0,2728,0,25,16,PS,0.4012354758052655,13066,1413,7801.0,3852.0,0.10814327261594979,0.5970457676412062,0.29481095974284405,"(38.8424149, -7.5888963)",38.842414899999994,-7.5888963,743.9,799.9,685.5,6.9,0.069
252,Évora,27921,2883,0,0,0,153,76,77,323,5385,329,158,106,0,7832,106,0,10350,0,67,76,PS,0.37068872891372084,53084,7356,33844.0,11884.0,0.1385728279707633,0.6375555723005049,0.22387159972873183,"(38.571431, -7.913501999999999)",38.571431,-7.913502,863.9,927.5,787.8,6.2,0.062
253,Montemor-o-Novo,9003,665,0,0,0,49,33,35,62,3145,157,52,29,0,1855,29,0,2853,0,24,15,PCP-PEV,0.34932800177718537,16036,1751,9527.0,4759.0,0.1091918184085807,0.5941007732601646,0.2967697680219506,"(38.64708, -8.2178641)",38.647079999999995,-8.2178641,773.8,821.7,714.8,4.7,0.047
254,Mora,2583,125,0,0,0,4,3,5,18,1023,52,14,3,0,535,7,0,786,0,3,5,PCP-PEV,0.39605110336817656,4333,439,2509.0,1385.0,0.1013154858066005,0.5790445418878375,0.31963997230556196,"(38.9447445, -8.1653387)",38.9447445,-8.1653387,699.1,778.1,636.2,4.9,0.049
255,Mourão,1271,79,0,0,0,1,5,2,2,137,18,6,1,0,357,8,0,646,0,5,4,PS,0.5082612116443745,2498,344,1598.0,556.0,0.1377101681345076,0.6397117694155324,0.22257806244995998,"(38.3637216, -7.286867999999999)",38.3637216,-7.286867999999999,692.7,725.7,660.2,13.1,0.131
256,Portel,3252,195,0,0,0,5,8,3,11,1028,55,15,7,0,360,7,0,1548,0,4,6,PS,0.47601476014760147,5977,688,3642.0,1648.0,0.11510791366906475,0.6093357871842061,0.275723607160783,"(38.2773641, -7.654811)",38.2773641,-7.6548110000000005,754.2,812.5,696.4,7.9,0.079
257,Redondo,3199,301,0,0,0,14,14,8,35,607,54,19,10,0,748,16,0,1359,0,11,3,PS,0.4248202563301032,6521,821,4074.0,1627.0,0.1259009354393498,0.6247508050912437,0.24950161018248734,"(38.6490041, -7.543651400000001)",38.649004100000006,-7.543651400000001,699.8,717,672.1,7.6,0.076
258,Reguengos de Monsaraz,4911,394,0,0,0,19,15,8,38,674,86,32,14,0,1190,30,0,2395,0,12,4,PS,0.4876807167582977,10191,1337,6351.0,2504.0,0.1311941909528015,0.6231969384751251,0.2457069963693455,"(38.4252756, -7.53437)",38.4252756,-7.53437,746.1,793.8,694.6,8.4,0.084
259,Vendas Novas,5714,492,0,0,0,25,31,16,66,1440,95,26,21,0,1435,39,0,1998,0,18,12,PS,0.3496674833741687,11422,1449,6805.0,3168.0,0.12686044475573455,0.5957800735422868,0.27735948170197866,"(38.6540819, -8.550128299999999)",38.654081899999994,-8.5501283,802,895.9,708.4,4.3,0.043
260,Viana do Alentejo,2711,241,0,0,0,15,6,9,17,808,54,10,9,0,503,13,0,1014,0,9,3,PS,0.37403172261158246,5232,690,3371.0,1171.0,0.13188073394495411,0.6443042813455657,0.22381498470948014,"(38.3341493, -8.0038406)",38.33414929999999,-8.0038406,705,743.2,664.4,6.7,0.067
261,Vila Viçosa,4023,415,0,0,0,10,8,1,18,730,71,21,15,0,1167,17,0,1530,0,13,7,PS,0.38031319910514544,7854,919,5083.0,1853.0,0.11701044053985231,0.6471861471861472,0.23593073593073594,"(38.7663221, -7.362459800000001)",38.766322100000004,-7.3624598,817.6,877.7,709.3,6.1,0.061
262,Albufeira,14311,2064,0,0,0,116,115,91,415,1069,229,234,102,0,5242,77,0,4400,0,86,71,PPD/PSD.CDS-PP,0.3662916637551534,40729,6767,27305.0,6657.0,0.16614697144540744,0.6704068354243905,0.16344619313020206,"(37.0890719, -8.2478796)",37.0890719,-8.247879600000001,788.5,844.3,734.8,7.2,0.07200000000000001
263,Alcoutim,1509,79,0,0,0,8,3,8,10,108,19,8,4,0,579,5,0,670,0,7,1,PS,0.4440026507620941,2361,163,1124.0,1074.0,0.06903854299025837,0.47606946209233375,0.4548919949174079,"(37.4699785, -7.473077600000001)",37.469978499999996,-7.4730776,709.2,728.6,693.3,6.2,0.062
264,Aljezur,2173,255,0,0,0,24,24,11,38,270,68,31,19,0,538,14,0,852,0,18,11,PS,0.3920846755637368,5597,724,3144.0,1730.0,0.1293550116133643,0.5617294979453279,0.3090941575844202,"(37.3166126, -8.803728999999999)",37.3166126,-8.803728999999999,691.3,714,671.5,5,0.05
265,Castro Marim,3016,407,0,0,0,18,14,15,33,230,46,47,7,0,919,9,0,1250,0,11,10,PS,0.41445623342175064,6369,708,3887.0,1774.0,0.11116344795101271,0.6102998900926362,0.2785366619563511,"(37.2179422, -7.4423339)",37.2179422,-7.4423339,704,733.1,677.1,5.1,0.051
266,Faro,29628,4149,0,0,0,361,149,166,630,2724,377,317,189,0,9671,104,0,10435,0,240,116,PS,0.3522006210341569,60997,9403,38708.0,12887.0,0.15415512238306803,0.6345885863239176,0.2112726855419119,"(37.0193548, -7.9304397)",37.019354799999995,-7.9304397,867.3,907.1,828.7,4.5,0.045
267,Lagoa,9468,1576,0,0,0,54,73,82,200,900,176,122,100,0,2979,37,0,3058,0,56,55,PS,0.3229826784959865,22776,3336,14756.0,4685.0,0.1464699683877766,0.6478749560941341,0.2056989813839129,"(37.1356176, -8.4514359)",37.1356176,-8.4514359,822.7,873.3,768.7,6.4,0.064
268,Lagos,11635,1945,0,0,0,84,108,94,259,1212,190,152,80,0,3128,59,0,4205,0,62,57,PS,0.3614095401804899,30629,4600,19715.0,6314.0,0.15018446570243887,0.6436710307225179,0.20614450357504327,"(37.1027881, -8.6730275)",37.1027881,-8.6730275,755.7,788.2,726.5,5.6,0.055999999999999994
269,Loulé,26437,3293,0,0,0,161,164,172,552,1588,363,368,173,0,10854,95,0,8379,0,154,121,PPD/PSD.CDS-PP,0.4105609562355789,69194,10506,44402.0,14286.0,0.15183397404399226,0.6417030378356505,0.20646298812035727,"(37.1379187, -8.020216)",37.1379187,-8.020216,813.7,856.9,762.9,4.9,0.049
270,Monchique,3062,377,0,0,0,9,18,22,30,271,68,29,19,0,942,17,0,1220,0,22,18,PS,0.3984323971260614,5332,495,3010.0,1828.0,0.09283570892723181,0.5645161290322581,0.3428357089272318,"(37.3188654, -8.556217199999999)",37.3188654,-8.556217199999999,698.2,727.3,672.5,7.3,0.073
271,Olhão,17560,2895,0,0,0,116,124,124,403,1698,348,243,132,0,5206,64,0,5925,0,178,104,PS,0.3374145785876993,44996,7114,29027.0,8856.0,0.15810294248377635,0.6451017868254956,0.19681749488843453,"(37.0260416, -7.8423509)",37.0260416,-7.8423509000000005,735.6,770.6,696.9,4.1,0.040999999999999995
272,Portimão,23338,3933,0,0,0,185,140,274,478,1962,370,304,235,0,7286,99,0,7788,0,141,143,PS,0.33370468763390176,55392,9187,35418.0,10787.0,0.1658542749855575,0.6394064124783362,0.1947393125361063,"(37.13617, -8.5376926)",37.13617,-8.5376926,806.4,853,760.8,7.8,0.078
273,São Brás de Alportel,4567,653,0,0,0,35,26,39,108,333,49,40,37,0,1592,19,0,1575,0,44,17,PPD/PSD.CDS-PP,0.3485876943288811,10498,1464,6743.0,2291.0,0.13945513431129739,0.6423128214898076,0.21823204419889503,"(37.152576, -7.889052299999999)",37.152576,-7.8890523,724.2,749.6,692.0,3.6,0.036000000000000004
274,Silves,15218,2137,0,0,0,114,163,99,276,2124,352,179,130,0,4479,74,0,4940,0,77,74,PS,0.3246155868050992,36367,5085,22744.0,8538.0,0.13982456622762393,0.6254021503010971,0.2347732834712789,"(37.1889976, -8.4412051)",37.1889976,-8.4412051,743.3,763.5,719.2,4.8,0.048
275,Tavira,11176,1649,0,0,0,90,51,94,177,762,179,133,60,0,3756,54,0,4052,0,72,47,PS,0.3625626342161775,25139,3316,15256.0,6568.0,0.13190659930784837,0.6068658260073989,0.2612673535144596,"(37.1335906, -7.643001899999999)",37.133590600000005,-7.6430019,706.9,728.6,686.0,4.3,0.043
276,Vila do Bispo,2047,276,0,0,0,12,17,9,51,187,32,21,13,0,540,8,0,855,0,18,8,PS,0.4176844162188569,5177,645,3172.0,1361.0,0.12458953061618698,0.6127100637434808,0.2628935677033031,"(37.0829726, -8.9091832)",37.082972600000005,-8.9091832,763.4,794.5,730.0,5.1,0.051
277,Vila Real de Santo António,7974,1234,0,0,0,48,33,37,123,1101,146,65,43,0,2239,20,0,2818,0,34,33,PS,0.35339854527213443,18994,2847,12098.0,4049.0,0.14988943877013794,0.6369379804148678,0.2131725808149942,"(37.1937172, -7.4209255)",37.1937172,-7.4209255,734.9,796.9,674.6,6.2,0.062
278,Vila do Porto,1980,196,0,47,0,9,3,6,5,75,14,24,2,656,0,0,0,926,0,7,10,PS,0.4676767676767677,5651,829,4033.0,790.0,0.1466996991682888,0.7136789948681649,0.13979826579366483,"(36.9568037, -25.1412316)",36.9568037,-25.1412316,1005.1,1129.3,829.7,0,0.0
279,Lagoa [R.A.A.],4466,407,0,87,0,11,26,54,47,101,23,18,8,1527,0,0,0,2117,0,13,27,PS,0.474025974025974,14711,2661,10323.0,1727.0,0.18088505200190333,0.7017198015090749,0.11739514648902181,"(37.7451046, -25.5720746)",37.745104600000005,-25.5720746,738.4,751.3,715.5,0,0.0
280,Nordeste,2422,155,0,44,0,3,13,12,19,43,21,6,6,989,0,0,0,1098,0,10,3,PS,0.45334434351775393,4930,710,3343.0,877.0,0.1440162271805274,0.6780933062880324,0.17789046653144017,"(37.8322686, -25.145931)",37.8322686,-25.145931,692,685.7,700.6,0,0.0
281,Ponta Delgada,24198,2597,0,608,0,119,88,241,336,764,218,162,63,9063,0,0,0,9674,0,124,141,PS,0.39978510620712454,68204,11138,48352.0,8714.0,0.16330420503196294,0.7089320274470705,0.12776376752096652,"(37.7428301, -25.6805868)",37.742830100000006,-25.6805868,902.2,977.2,814.6,0,0.0
282,Povoação,2474,149,0,42,0,5,9,12,17,33,14,17,3,880,0,0,0,1275,0,6,12,PS,0.51535974130962,6038,889,4224.0,925.0,0.14723418350447168,0.6995693938390195,0.1531964226565088,"(37.7486524, -25.2390903)",37.7486524,-25.2390903,743.2,845.5,651.0,0,0.0
283,Ribeira Grande,9553,893,0,152,0,20,36,226,87,209,64,40,14,3830,0,0,0,3909,0,31,42,PS,0.40919083010572593,32746,6812,23211.0,2723.0,0.20802540768338118,0.7088193977890429,0.08315519452757589,"(37.8210369, -25.5148137)",37.8210369,-25.514813699999998,770.7,798,723.4,0,0.0
284,Vila Franca do Campo,3687,286,0,58,0,6,18,55,32,73,28,19,1,1453,0,0,0,1637,0,10,11,PS,0.4439924057499322,11202,1857,7987.0,1358.0,0.16577396893411891,0.7129976789858954,0.12122835207998571,"(37.7157269, -25.4345063)",37.7157269,-25.4345063,690.1,695,684.0,0,0.0
285,Angra do Heroísmo,13820,1033,0,1193,0,73,36,34,102,313,53,73,38,4762,0,0,0,6034,0,41,35,PS,0.4366136034732272,34264,5129,23516.0,5620.0,0.14969063740368901,0.6863180014008873,0.16402054634601915,"(38.6635375, -27.2293969)",38.6635375,-27.229396899999998,792.4,805.9,776.2,0,0.0
286,Vila da Praia da Vitória,7461,521,0,439,0,28,17,25,41,123,54,28,15,2765,0,0,0,3372,0,15,18,PS,0.4519501407318054,21473,3124,15259.0,3091.0,0.14548502770921623,0.7106133283658548,0.14394821403623154,"(38.7339162, -27.0646976)",38.7339162,-27.064697600000002,775.3,819.1,708.7,0,0.0
287,Santa Cruz da Graciosa,1897,55,0,28,0,1,6,7,3,25,9,9,0,751,0,0,0,993,0,6,4,PS,0.5234580917237743,4284,562,2894.0,829.0,0.1311858076563959,0.6755368814192344,0.1935107376283847,"(39.0862753, -28.0156811)",39.0862753,-28.0156811,704.2,735,665.0,0,0.0
288,Calheta [R.A.A.],1586,92,0,105,0,4,3,2,6,32,5,6,2,810,0,0,0,510,0,7,2,PPD/PSD,0.510718789407314,3257,462,2039.0,757.0,0.14184832668099479,0.6260362296591956,0.23242247466994168,"(38.60204969999999, -28.0193407)",38.6020497,-28.0193407,669.5,696.2,646.5,0,0.0
289,Velas,2188,124,0,373,0,6,12,6,17,50,13,6,8,766,0,0,0,797,0,3,7,PS,0.3642595978062157,5192,635,3654.0,903.0,0.12230354391371341,0.7037750385208013,0.17392141756548538,"(38.6839843, -28.2131879)",38.6839843,-28.213187899999994,737.2,750.1,721.4,0,0.0
290,Lajes do Pico,2083,76,0,56,0,9,5,12,6,36,17,8,1,941,0,0,0,902,0,10,4,PPD/PSD,0.45175228036485837,4571,558,2980.0,1033.0,0.12207394443229053,0.6519361190111573,0.22598993655655217,"(38.39976770000001, -28.2519641)",38.399767700000005,-28.2519641,658.4,688,642.5,0,0.0
291,Madalena,2464,111,0,73,0,2,5,5,19,65,9,12,4,1221,0,0,0,929,0,7,2,PPD/PSD,0.4955357142857143,5929,819,4011.0,1100.0,0.1381345926800472,0.6765053128689492,0.18552875695732837,"(38.5298862, -28.5185092)",38.5298862,-28.5185092,703.5,737.8,667.6,0,0.0
292,São Roque do Pico,1382,80,0,31,0,10,2,5,9,35,7,12,4,562,0,0,0,611,0,7,7,PS,0.44211287988422576,3287,443,2222.0,623.0,0.13477334955886827,0.6759963492546395,0.18953452996653483,"(38.5160544, -28.3140488)",38.5160544,-28.314048800000002,707.2,736.2,658.2,0,0.0
293,Horta,5894,466,0,205,0,26,13,33,49,283,42,67,12,2318,0,0,0,2346,0,18,16,PS,0.3980318968442484,14700,2101,10145.0,2455.0,0.1429251700680272,0.6901360544217687,0.16700680272108845,"(38.5348447, -28.6299812)",38.53484470000001,-28.629981199999996,825.1,855.4,793.3,0,0.0
294,Lajes das Flores,603,44,0,20,0,0,5,10,11,16,1,1,1,254,0,0,0,237,0,1,2,PPD/PSD,0.42122719734660036,1490,179,1013.0,299.0,0.12013422818791947,0.6798657718120805,0.20067114093959731,"(39.3782624, -31.1781975)",39.378262400000004,-31.178197499999996,738.5,807.1,672.5,0,0.0
295,Santa Cruz das Flores,839,42,0,53,0,0,2,18,7,42,9,3,3,259,0,0,0,395,0,3,3,PS,0.47079856972586415,2188,270,1514.0,404.0,0.12340036563071298,0.6919561243144424,0.1846435100548446,"(39.4582827, -31.1338071)",39.458282700000005,-31.1338071,740.5,792,681.9,0,0.0
296,Corvo,176,3,0,40,0,0,0,3,2,2,0,0,0,19,0,0,0,107,0,0,0,PS,0.6079545454545454,461,65,314.0,82.0,0.14099783080260303,0.6811279826464208,0.17787418655097614,"(39.7023111, -31.1080244)",39.7023111,-31.1080244,754.5,829.1,694.3,0,0.0
297,Calheta [R.A.M.],5558,359,636,0,172,42,66,23,53,90,48,48,35,3352,0,21,0,539,74,0,0,PPD/PSD,0.603094638359122,10924,1378,7104.0,2442.0,0.12614426949835225,0.6503112413035518,0.22354448919809594,"(32.7379818, -17.180948)",32.7379818,-17.180948,804,846,734.2,0,0.0
298,Câmara de Lobos,14277,1164,1043,0,516,145,364,147,297,539,205,299,115,7007,0,68,0,2105,263,0,0,PPD/PSD,0.4907893815227289,33947,5661,24288.0,3999.0,0.16675994933278346,0.7154682298877663,0.1178012784634872,"(32.6610892, -16.9860384)",32.6610892,-16.986038399999998,769.9,793.5,728.9,0,0.0
299,Funchal,51242,6798,3011,0,2616,602,657,623,1131,2588,716,1167,348,17522,0,221,0,12599,643,0,0,PPD/PSD,0.3419460598727606,104628,13606,72167.0,18855.0,0.13004167144550216,0.6897484420996292,0.18020988645486868,"(32.6669328, -16.9240554)",32.6669328,-16.924055399999997,919.2,992.5,845.1,0,0.0
300,Machico,9579,934,374,0,460,78,171,40,106,201,124,90,77,3268,0,25,0,3510,121,0,0,PS,0.36642655809583463,20363,2557,14530.0,3276.0,0.12557088837597605,0.7135490841231645,0.1608800275008594,"(32.7318412, -16.791291)",32.7318412,-16.791291,883.6,973.1,776.2,0,0.0
301,Ponta do Sol,4014,339,299,0,145,29,37,27,46,65,49,44,26,2223,0,26,0,609,50,0,0,PPD/PSD,0.5538116591928252,8558,1201,5929.0,1429.0,0.14033652722598738,0.6928020565552699,0.16697826594998832,"(32.6854883, -17.0864266)",32.6854883,-17.0864266,660.2,677.8,639.9,0,0.0
302,Porto Moniz,1572,75,61,0,29,5,10,7,12,13,6,5,7,799,0,3,0,517,23,0,0,PPD/PSD,0.5082697201017812,2380,276,1509.0,596.0,0.11596638655462185,0.6340336134453781,0.2504201680672269,"(32.8666844, -17.1706079)",32.8666844,-17.1706079,712.2,815.6,648.6,0,0.0
303,Ribeira Brava,6214,528,457,0,312,52,101,43,92,170,95,120,40,3140,0,36,0,892,136,0,0,PPD/PSD,0.5053105889925974,12437,1868,8481.0,2089.0,0.15019699284393342,0.6819168609793359,0.16796655141915254,"(32.6739884, -17.0509906)",32.6739884,-17.050990600000002,694.9,731.4,663.4,0,0.0
304,Santa Cruz,19109,2396,647,0,4163,227,196,145,350,616,248,275,94,5855,0,92,0,3494,311,0,0,PPD/PSD,0.30640012559526925,44222,7391,32024.0,4808.0,0.1671340056985211,0.7241644430374022,0.1087241644430374,"(39.1340863, -9.3814444)",39.13408629999999,-9.3814444,821.2,858.8,765.4,0,0.0
305,Santana,3861,313,679,0,135,36,51,43,46,91,37,39,21,1710,0,18,0,581,61,0,0,PPD/PSD,0.4428904428904429,6842,710,4453.0,1680.0,0.10377082724349605,0.6508330897398421,0.24554223911137094,"(32.8018761, -16.879792)",32.8018761,-16.879792000000002,688.8,756.7,652.3,0,0.0
306,São Vicente,2636,209,235,0,70,27,23,19,42,37,28,24,14,1370,0,9,0,494,35,0,0,PPD/PSD,0.5197268588770865,5156,562,3260.0,1334.0,0.10899922420480992,0.6322730799069046,0.2587276958882855,"(32.8040637, -17.0470138)",32.8040637,-17.047013800000002,685.4,708.7,661.1,0,0.0
307,Porto Santo,2427,227,94,0,53,17,29,8,31,58,36,33,7,982,0,9,0,812,31,0,0,PPD/PSD,0.4046147507210548,5168,717,3786.0,665.0,0.13873839009287925,0.7325851393188855,0.12867647058823528,"(33.0759749, -16.3346061)",33.0759749,-16.3346061,852.7,948.8,748.2,0,0.0
